text,label
is that she never lets her character become a caricature -- not even with that radioactive hair,1
frustrates,0
flimsy ending,0
"A time machine , a journey back to your childhood , when cares melted away in the dark theater",1
all of its assigned marks to take on any life of its own,0
Bad and baffling from the get-go,0
's probably not easy to make such a worthless film,0
's just rather leaden and dull,0
"Insomnia does not become one of those rare remakes to eclipse the original , but it does n't disgrace it , either",1
be pleased,1
becomes more and more frustrating as the film goes on,0
"unfortunately , it runs for 170",0
is an elegiac portrait of a transit city on the West African coast struggling against foreign influences .,1
laugh-out-loud bits,1
"is so slovenly done , so primitive in technique , that it ca n't really be called animation",0
humanistic,1
is long on,1
", brimming with coltish , neurotic energy , holds the screen like a true star .",1
sparkling,1
"is a smart , romantic drama that dares to depict the French Revolution from the aristocrats ' perspective",1
Slap me,0
of malaise,0
"is too picture postcard perfect , too neat and new pin-like",0
the best silly horror movies,1
"The performances of the children , untrained in acting",0
something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense,1
takes you somewhere,1
"when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path",1
happy,1
with vibrant charm,1
scenic splendor,1
of the qualities that made the first film so special,1
in your face for two hours,0
ever making his wife look so bad in a major movie,0
Proves that some movie formulas do n't need messing with --,1
be disappointed in the relative modesty of a movie that sports a ` topless tutorial service,0
"a good race ,",1
the film is more worshipful than your random E !,0
attempts to fuse at least three dull plots into one good one,0
vivacious,1
", the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",1
indie of the year,1
"-LRB- or worth rooting against , for that matter -RRB-",0
no art grows from a vacuum,0
that movie 's intermittent moments of inspiration,1
oblivious,0
succeeds in delivering a dramatic slap in the face that 's simultaneously painful and refreshing,1
Just another combination of bad animation and mindless violence,0
that accomplishes so much that one viewing ca n't possibly be enough,1
The film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .,0
in the art of impossible disappearing\/reappearing acts,1
so much that one viewing ca n't possibly be enough,1
abrupt,0
the result is disappointing,0
the American sexual landscape,1
"a comedy , a romance",1
a bad film,0
There 's a sheer unbridled delight in the way,1
as tiresome as 9,0
keeps throwing fastballs,1
let this morph into a typical romantic triangle,0
caught the gum stuck under my seat trying to sneak out of the theater,0
twisted humor and eye-popping visuals,1
"One of the funniest motion pictures of the year , but ... also one of the most curiously depressing",1
buy the soundtrack,1
fussing over,0
arrive early,1
", compressed characterisations and for its profound humanity",1
too many films,0
While the story 's undeniably hard to follow,0
"its audience -- in a heartwarming , nonjudgmental kind of way --",1
accepting him in the role,1
do a great job of anchoring the characters in the emotional realities of middle age,1
"is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves",0
"An engaging ,",1
her good looks,1
the film is essentially juiceless .,0
"utilizes the idea of making Kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work",1
you 're likely to see all year .,1
be something to behold,1
portrayals,0
comes out looking like something wholly original,1
inspired portrait,1
"The film , like Jimmy 's routines , could use a few good laughs .",0
is n't enough clever innuendo to fil,0
that is n't afraid to admit it,1
"Like its predecessor , it 's no classic , but",0
a perfect performance,1
some of the most poorly staged and lit action in memory,0
would be envious of,1
"A terrific B movie -- in fact , the best in recent memory .",1
is raised a few notches above kiddie fantasy pablum by Allen 's astringent wit,1
that leads up to a strangely sinister happy ending,1
It 's obvious -LRB- Je-Gyu is -RRB- trying for poetry ; what he gets instead has all the lyricism of a limerick scrawled in a public restroom,0
is betrayed by the surprisingly shoddy makeup work,0
not particularly,0
just as endearing and easy to watch,1
"The new Insomnia is a surprisingly faithful remake of its chilly predecessor ,",1
"to its insanely staged ballroom scene , in which 3000 actors appear in full regalia",1
but this Cliff Notes edition is a cheat,0
can see the would-be surprises coming a mile away,0
very insecure,0
must indeed be good to recite some of this laughable dialogue with a straight face,0
tawdry B-movie flamboyance and grandiose spiritual anomie,0
The art direction and costumes are gorgeous and finely detailed,1
look for any hefty anti-establishment message in what is essentially a whip-crack of a buddy movie that ends with a whimper,0
is refreshingly undogmatic about its characters .,1
engaging offbeat touches,1
"appalling , shamelessly manipulative and contrived ,",0
of disturbed genius,1
than the very sluggish pace,0
some of this laughable dialogue,0
earnest as a community-college advertisement,0
Elegantly produced and,1
of a thousand cliches,0
"whose boozy , languid",0
makes the silly original cartoon seem smart and well-crafted in comparison .,0
"failing , ultimately",0
daring and verve,1
right itself precisely when you think it 's in danger of going wrong,1
-LRB- Ferrera -RRB- has the charisma of a young woman who knows how to hold the screen .,1
", graceless , hackneyed",0
wear thin on all,0
"engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",1
septic tank,0
It 's not just the vampires that are damned in Queen of the Damned --,0
a nuanced portrait,1
giant William Randolph Hearst,1
his film crackles,1
is such a blip on the year 's radar screen,0
's also simple-minded and contrived,0
prime mystery,1
's the most positive thing that can be said about the new Rob Schneider vehicle,1
It 's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on Oprah .,0
performing in a film that is only mildly diverting,0
stroke,0
"'s coherent , well shot ,",1
gut-busting,1
Distances you,0
at meaningful cinema,1
the movie version of an adolescent dirty-joke book done up in post-Tarantino pop-culture riffs,0
ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .,1
"personable , amusing",1
his films,1
that make it well worth watching,1
muddled drama,0
certainly appeal to Asian cult cinema fans and Asiaphiles interested to see what all the fuss is about .,1
"It 's a glorified sitcom , and a long , unfunny one at that .",0
is confused in Death to Smoochy into something both ugly and mindless .,0
a severe case of Hollywood-itis,0
is a pleasant enough dish .,1
"One problem with the movie , directed by Joel Schumacher",0
romantic urgency,1
that even its target audience talked all the way through it,0
effortlessly,1
exhilarating place,1
is impossible,0
"is as lax and limp a comedy as I 've seen in a while , a meander through worn-out material .",0
suited to capture these musicians in full regalia,1
Martha Stewart decorating program run amok,0
the urbane sweetness,1
goes beyond his usual fluttering and stammering and,1
a laugh-out-loud way,1
"muy loco , but no more ridiculous",0
interesting and accessible,1
intellectual bankruptcy,0
"we do n't get Williams ' usual tear and a smile , just sneers and bile , and the spectacle is nothing short of refreshing .",0
completely honest,1
Excruciatingly unfunny and pitifully unromantic,0
quickly sinks into by-the-numbers territory .,0
"the , yes , snail-like pacing and",0
full advantage,1
the breathtaking landscapes and,1
meandering and pointless French coming-of-age import,0
"Though Jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",1
a brilliant piece of filmmaking,1
Darkly funny and frequently insightful .,1
is more complex and honest than anything represented in a Hollywood film,1
superbly acted offbeat thriller,1
must see for all sides of the political spectrum,1
of simple-minded,0
The filmmakers keep pushing the jokes at the expense of character until things fall apart .,0
"set out to lampoon , anyway .",0
"Thriller directorial debut for Traffic scribe Gaghan has all the right parts ,",1
"Great performances , stylish cinematography and a gritty feel help make Gangster No. 1 a worthwhile moviegoing experience .",1
not to mention a convincing brogue,1
sentimental ooze,0
frighteningly fascinating contradiction,1
she does little here but point at things that explode into flame,0
", you just do n't care whether that cold-hearted snake Petrovich -LRB- that would be Reno -RRB- gets his comeuppance .",0
Though it lacks the utter authority of a genre gem,0
I ca n't remember the last time I saw an audience laugh so much during a movie,1
of lasting images all its own,1
a gorgeously atmospheric meditation on life-changing chance encounters,1
is inane and awful,0
Hollywood Ending may be his way of saying that piffle is all that the airhead movie business deserves from him right now,0
it might be like trying to eat Brussels sprouts .,0
than to employ Hollywood kids and people who owe,1
"based rage and sisterly obsession a razor-sided tuning fork that rings with cultural , sexual and social discord",1
erratic dramedy,0
wait for the video,0
the best movies of the year,1
"perceptive , taut , piercing and feisty",1
"the gifts of all involved , starting with Spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .",1
"to be clever , amusing and unpredictable",1
"The stars may be college kids , but the subject matter is as adult as you can get :",1
very hollowness,0
disconnects every 10 seconds,0
"Kirshner wins , but it 's close .",1
"Fincher takes no apparent joy in making movies , and",0
"quite simply , should n't have been made",0
clever ideas and,1
"his brawny frame and cool , composed delivery",1
intelligentsia,1
works on some levels and,1
Chaiken ably balances real-time rhythms with propulsive incident .,1
sour taste,0
a tap-dancing rhino,0
For all the wit and hoopla,1
We 've seen the hippie-turned-yuppie plot before,0
Pretty good little movie,1
stunt-hungry dimwits,0
demands that you suffer the dreadfulness of war from both sides,0
so vividly that the artist 's work may take on a striking new significance for anyone who sees the film,1
what is missing from it,0
"When twentysomething hotsies make movies about their lives , hard-driving narcissism is a given",0
gross-out quota,0
"as a retooling of Fahrenheit 451 , and even as a rip-off of The Matrix",0
an enjoyable 100 minutes in a movie theater,1
Elegantly produced,1
realizing that you 've spent the past 20 minutes looking at your watch and,0
enjoying himself immensely,1
in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react,0
But this is not a movie about an inhuman monster ; it 's about a very human one,1
enervating,0
"hard as this may be to believe , Here on Earth , a surprisingly similar teen drama , was a better film .",0
"'s a familiar story , but one that is presented with great sympathy and intelligence .",1
pungent,0
Iben Hjelje is entirely appealing as Pumpkin,1
"real magic ,",1
skillfully,1
starts off so bad that you feel like running out screaming,0
"Haynes -LRB- like Sirk , but differently -RRB- has transformed the rhetoric of Hollywood melodrama into something provocative , rich , and strange .",1
A generic bloodbath,0
's well worth a rental,1
the most awful acts,0
assign one bright shining star to Roberto Benigni 's Pinocchio --,1
"present an unflinching look at one man 's downfall , brought about by his lack of self-awareness",1
"tackles its relatively serious subject with an open mind and considerable good cheer , and",1
feels more like a quickie TV special than a feature film,0
roiling black-and-white inspires,1
"A relentless , bombastic and ultimately empty World War II action",0
Often shocking but ultimately worthwhile exploration of motherhood and desperate mothers,1
love to come from an American director in years,1
sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot,0
snappy dialogue,1
for the better,1
"is murder by numbers , and as easy to be bored by as your ABC 's ,",0
is never dull,1
"The appeal of the vulgar , sexist , racist humour went over my head or -- considering just how low brow it is -- perhaps it snuck under my feet",0
totally weirded -,0
will live up to the apparent skills of its makers and the talents of its actors,1
` zany ' does n't necessarily mean ` funny,0
A delicious and delicately funny look at the residents of a Copenhagen neighborhood coping with the befuddling complications life tosses at them .,1
", romance , tragedy , false dawns , real dawns , comic relief",1
"feels from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams",0
might actually want to watch .,1
"reacting to it - feeling a part of its grand locations ,",1
a cheap thriller,0
murky cinematography,0
if Invincible is not quite the career peak that The Pianist is for Roman Polanski,1
even more remarkable,1
appreciate,1
this refreshing visit,1
cliched and contrived that it makes your least favorite James Bond movie seem as cleverly plotted as The Usual Suspects,0
Well-done supernatural thriller,1
especially clever,1
has been held hostage by generic scripts that seek to remake Sleepless in Seattle again and again,0
"Claire is a terrific role for someone like Judd , who really ought to be playing villains .",1
excessively tiresome,0
"The leads are natural and lovely , the pace is serene , the humor wry and sprightly .",1
'm not exactly sure what this movie thinks it is about,0
grownups should appreciate its whimsical humor,1
uneasy blend,0
"Like many such biographical melodramas , it suffers from the awkwardness that results from adhering to the messiness of true stories .",0
that it makes your least favorite James Bond movie seem as cleverly plotted as The Usual Suspects,0
"be an important movie , or even a good one",1
wise folks that they are,1
sour immortals,0
point the way for adventurous Indian filmmakers toward a crossover,1
the smarter offerings,1
a long patch of black ice,0
"all manner of drag queen , bearded lady and lactating hippie",0
find it more than capable of rewarding them,1
down the path of the mundane,0
-LRB- Haneke -RRB- steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .,1
injected self-consciousness,0
"despite a definitely distinctive screen presence , just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts",0
"A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .",1
Thought-provoking and stylish,1
"is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .",1
"long , intricate , star-studded",1
the only reason,1
is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads,0
"the film 's crisp , unaffected style",1
a giant step backward for a director I admire,0
the distance,1
of how uncompelling the movie is unless it happens to cover your particular area of interest,0
found his groove these days,1
"Too stagey ,",0
best inside-show-biz,1
"made , but does n't generate a lot of tension",0
"to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy",0
about as much resemblance to the experiences of most battered women as Spider-Man,0
orchestrating a finale that is impenetrable and dull,0
making me groggy,0
graceless and devoid,0
skip to another review,0
"An achingly enthralling premise , the film",1
a twisted sense of humor,1
overwrought and crudely literal,0
a torrent,1
"a step further , richer and",1
some quietly moving moments and an intelligent subtlety,1
"inane , humorless and under-inspired",0
"Shame on writer\/director Vicente Aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull .",0
wannabe-hip,0
comedy fare,1
"will absolutely crack you up with her crass , then gasp for gas , verbal deportment .",1
pure Disney,1
apparently hoping that the audience will not notice the glaring triteness of the plot device,0
"Girlfriends are bad , wives are worse and babies are the kiss of death in this bitter Italian comedy",0
is that I truly enjoyed most of Mostly Martha while I ne,1
there 's no plot in this Antonio Banderas-Lucy Liu faceoff,0
great yarn,1
completely empty entertainment,0
The performances are all solid ;,1
clever and very satisfying,1
That old adage about women being unknowable gets an exhilarating new interpretation in Morvern Callar .,1
"Bolstered by an astonishing voice cast -LRB- excepting Love Hewitt -RRB- , an interesting racial tension , and a storyline that I have n't encountered since at least Pete 's Dragon .",1
make ` Cherish ' a very good -LRB- but not great -RRB- movie .,1
"of the cleverest , most deceptively amusing comedies of the year",1
"the movie 's presentation , which is way too stagy",0
a nice change,1
very good movie,1
are so crucial to the genre and another first-rate performance,1
", there are side stories aplenty -- none of them memorable .",0
make for a bad film,0
"As a science fiction movie , `` Minority Report '' astounds .",1
trying to please his mom,1
The Irwins ' scenes are fascinating,1
generate suspense rather than gross out the audience,1
misconceived final 5,0
Sade achieves the near-impossible :,1
a better celebration,1
headline-fresh thriller,1
others may find 80 minutes of these shenanigans exhausting,0
charming 2000 debut Shanghai Noon,1
"is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride",0
his surprising discovery of love and humility,1
on subtle ironies and visual devices,1
An intoxicating,1
A culture-clash comedy,1
own languorous charm,1
"will keep you watching , as will the fight scenes .",1
pompous references,0
technically sumptuous but also almost wildly alive,1
of an allegedly inspiring and easily marketable flick,1
"spirit , perception , conviction",1
stunning star turn,1
one terrific score,1
thrusts the inchoate but already eldritch Christian Right propaganda machine into national media circles .,0
"Hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart",1
", more inadvertent ones and stunningly trite",0
from several funny moments,1
weirded,0
"Nothing here seems as funny as it did in Analyze This , not even Joe Viterelli as De Niro 's right-hand goombah .",0
"most daring , and",1
"The movie is concocted and carried out by folks worthy of scorn , and the nicest thing I can say is that I ca n't remember a single name responsible for it",0
"A chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness",1
accents thick as mud,0
"its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be",1
the era of Richard Nixon,1
befuddling,0
than an unfunny movie that thinks it 's hilarious,0
its luckiest viewers,1
is nothing short of a travesty of a transvestite comedy,0
"amusing ,",1
"An emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do .",1
may just end up trying to drown yourself in a lake afterwards .,0
", the characters in Swimfan seem motivated by nothing short of dull , brain-deadening hangover .",0
"extends to his supple understanding of the role that Brown played in American culture as an athlete , a movie star , and an image of black indomitability",1
quick-witted than any English Lit,1
're convinced that this Mean Machine was a decent TV outing that just does n't have big screen magic,0
excels as the enigmatic Mika and Anna Mouglalis is a stunning new young talent in one of Chabrol 's most intense psychological mysteries,1
a country skunk,0
Far From Heaven is a dazzling conceptual feat,1
back with the astonishing revelation,1
Ram Dass : Fierce Grace does n't organize it with any particular insight,0
"is in the end an honorable , interesting failure",0
still fun and enjoyable and so aggressively silly,1
overwhelming,0
full of unhappy,0
of hype,0
coming through in the end,1
"openness , the little surprises",1
the earmarks,1
flawed and brilliant,1
Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea,0
"fills it with spirit , purpose and emotionally bruised characters who add up to more than body count",1
is greatness,1
"inhabit that special annex of hell where adults behave like kids ,",0
's as fresh-faced as its young-guns cast,1
", moving , and adventurous directorial debut",1
just too bratty for sympathy,0
There are times when you wish that the movie had worked a little harder to conceal its contrivances,0
racy,0
freshness and modesty,1
the slippery slope,0
maybe because it echoes the by now intolerable morbidity of so many recent movies,0
", entertaining thriller",1
Two badly interlocked stories drowned by all too clever complexity .,0
that it makes My Big Fat Greek Wedding look like an apartheid drama,0
that it 's not clear whether we 're supposed to shriek,0
clever crime comedy,1
as sappy as Big Daddy,0
It 's impossible to indulge the fanciful daydreams of Janice Beard -LRB- Eileen Walsh -RRB- when her real-life persona is so charmless and vacant .,0
the movie is more interested in entertaining itself than in amusing us,0
's a mystery how the movie could be released in this condition .,0
is a masterpiece,1
The movie is a desperate miscalculation .,0
goes on for the 110 minutes of `` Panic Room '',0
exceedingly rare,1
", uplifting and moving",1
"has too many spots where it 's on slippery footing , but",0
as a joint promotion for the National Basketball Association and teenaged rap and adolescent poster-boy Lil ' Bow Wow,0
any true emotional connection or identification frustratingly,0
", paralyzed",0
an engrossing story about a horrifying historical event and,1
Sodden,0
"arrive early and stay late ,",1
... bibbidy-bobbidi-bland .,0
"chomp on jumbo ants , pull an arrow out of his back , and",0
"a classical dramatic animated feature ,",1
"rent `` Shakes The Clown '' , a much funnier film with a similar theme and an equally great Robin Williams performance",0
it seems so real because it does not attempt to filter out the complexity,1
So devoid of pleasure or sensuality,0
"easy , seductive pacing",1
Knockaround,1
is heartening in the same way that each season marks a new start,1
"alternately melancholic , hopeful",1
-LRB- A -RRB- satisfying niblet,1
laugh-out-loud funny,1
simply becomes a routine shocker,0
been lost in the translation this time,0
titillating,1
of emotional intelligence in this engaging film about two men who discover what William James once called ` the gift of tears,1
"layered , well-developed characters and",1
"UB equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are .",1
's got as potent a topic as ever here,1
"Um , no.",0
The crap continues .,0
triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .,1
"find a movie with a bigger , fatter heart than Barbershop",1
well-paced and,1
unfocused screenplay,0
unaware that it 's the butt of its own joke .,0
it 's propelled by the acting,1
No doubt the star and everyone else involved had their hearts in the right place .,1
it may rate as the most magical and most fun family fare of this or any recent holiday season .,1
"watch for that sense of openness , the little surprises",1
aims to confuse,0
seems to have been ` it 's just a kids ' flick .,0
"from the start -- and , refreshingly , stays that way",1
illustrates the picture 's moral schizophrenia,0
made fresh by an intelligent screenplay and gripping performances,1
"reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness",1
be of interest primarily to its target audience,1
with Steven Seagal,1
too simple and the working out of the plot almost arbitrary,0
will appeal to Discovery Channel fans and,1
A plethora of engaging diatribes,1
confrontations,0
"The entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense",0
`` Brown Sugar '' admirably aspires to be more than another `` Best Man '' clone by weaving a theme throughout this funny film .,1
", Hard Copy should come a-knocking",0
reminds at every turn of Elizabeth Berkley 's flopping dolphin-gasm,0
dances on the edge,1
"explode obnoxiously into 2,500 screens",0
"the jokes ,",1
"A pleasing ,",1
chase to end all chases,1
pollute the summer movie pool,0
churn out one mediocre movie,0
an equally assured narrative coinage,1
a bad-movie way,0
the perfect cure,1
", proves it 's never too late to learn .",1
as it is interminable,0
", political intrigue , partisans and sabotage",1
that should be punishable by chainsaw,0
emotionally honest,1
rank frustration from those,0
completely ridiculous,0
sentimental,1
directs The Pianist like a surgeon mends a broken heart ; very meticulously but without any passion,0
it feels painfully redundant and inauthentic .,0
alone could force you to scratch a hole in your head .,0
for frequently pandering to fans of the gross-out comedy,0
Sweet Home Alabama is n't going to win any Academy Awards,0
is its energy,1
fits the bill perfectly,1
should be commended for illustrating the merits of fighting hard for something that really matters,1
you love reading and\/or poetry,1
is awesome,1
soars above the material realm,1
soon-to-be-forgettable,0
of paint-by-number romantic comedies,1
the more daring and surprising American movies of the year,1
like a 95-minute commercial for NBA properties,0
might not look so appealing on third or fourth viewing down the road,0
An intoxicating experience .,1
Boring and meandering .,0
but something far more stylish and cerebral,1
something hip and transgressive was being attempted here that stubbornly refused to gel,0
perpetual sense,1
A sham,0
"I liked the original short story but this movie , even at an hour and twenty-some minutes",0
If routine action and jokes like this are your cup of tea,0
Nothing short of a masterpiece -- and a challenging one .,1
new movie rapes,0
feel contradictory things,0
adults behave like kids,0
to create images you wish you had n't seen,0
getting their fair shot,1
"Whether it 's the worst movie of 2002 , I ca n't say for sure",0
A wretched movie that reduces the Second World War to one man,0
do n't entirely ` get ' Godard 's distinctive discourse,0
real turns,1
real characters and compelling plots,1
see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '',0
's just as wonderful on the big screen,1
", hopefully , this film will attach a human face to all those little steaming cartons .",1
a string of exotic locales,1
troubled and determined homicide cop,1
This real-life Hollywood fairy-tale,1
"cuteness , Amy 's career success -LRB- she 's a best-selling writer of self-help books who ca n't help herself -RRB- , and",1
profound cinema,1
banter-filled comedy,1
enough to stave off doldrums,0
"that is listless , witless , and devoid of anything resembling humor",0
"With Dickens ' words and writer-director Douglas McGrath 's even-toned direction , a ripping good yarn is told .",1
not-very-funny,0
are what makes it worth the trip to the theatre,1
would 've worked a lot better had it been a short film .,0
bored,0
a riveting and surprisingly romantic ride,1
that requires the enemy to never shoot straight,1
deception,0
recent Hollywood trip tripe,0
And he allows a gawky actor like Spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range .,1
consistent with the messages espoused in the company 's previous video work,1
"wacky sight gags , outlandish color schemes ,",1
"Poor editing , bad bluescreen , and ultra-cheesy dialogue",0
"Much credit must be given to the water-camera operating team of Don King , Sonny Miller , and Michael Stewart .",1
this Italian freakshow,0
one of France 's most inventive directors,1
inane,0
fixating on its body humour and reinforcement of stereotypes,0
heroic deserves a look,1
'd watch these two together again in a New York minute .,1
"under the right conditions , it 's goofy -LRB- if not entirely wholesome -RRB- fun",1
it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half,1
This sort of cute and cloying material is far from Zhang 's forte and,0
It 's hard to pity the ` plain ' girl who becomes a ravishing waif after applying a smear of lip-gloss .,0
A poignant comedy that offers food for thought .,1
Often silly -- and gross -- but it 's rarely as moronic as some campus gross-out films .,0
tov to a film about a family 's joyous life acting on the Yiddish stage .,1
win you over,1
money-grubbing,0
falls apart like a cheap lawn chair,0
This is a movie that refreshes the mind and spirit along with the body,1
"A first-class road movie that proves you can run away from home , but your ego and",1
ill-constructed and fatally overlong,0
very effective,1
"... this story gets sillier , not scarier , as it goes along ...",0
frames -RRB- profound ethical and philosophical questions in the form of dazzling pop entertainment,1
"is a popcorn film , not a must-own , or even a must-see",0
too many pointless situations,0
fans,1
crap is what I was expecting,0
Highly irritating at first,0
"is a subzero version of Monsters , Inc. ,",0
the long-faced sad sack,0
with enough negatives,0
"Whether or not Ram Dass proves as clear and reliable an authority on that as he was about inner consciousness , Fierce Grace reassures us that he will once again be an honest and loving one .",1
"A tightly directed , highly professional film that 's old-fashioned in all the best possible ways .",1
false and,0
what made you love it,1
the paper-thin characterizations,0
An uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films,0
excruciating End,0
a charge of genuine excitement,1
"lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on America 's skin-deep notions of pulchritude",1
as if it were an obligation,0
"Director Juan Jose Campanella could have turned this into an Argentine retread of `` Iris '' or `` American Beauty , '' but instead pulls a little from each film and creates something more beautiful than either of those films .",1
"an articulate , grown-up voice in African-American cinema",1
mishandled here,0
a longtime admirer,1
a grim future,0
"is contrived , unmotivated , and psychologically unpersuasive",0
"looks like the six-time winner of the Miss Hawaiian Tropic Pageant , so I do n't know what she 's doing in here",0
"In the end , Tuck Everlasting falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in .",0
fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .,1
"it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators",1
"make the film more silly than scary , like some sort of Martha Stewart decorating program run amok",0
"jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe ,",0
loved the people onscreen,1
about one of cinema 's directorial giants,1
There are some fairly unsettling scenes,0
", nasty journey",0
is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys,0
providing no real sense of suspense,0
by a winning family story,1
"an important movie , or even",1
wreaked,0
as any Hollywood fluff,0
Amid the new populist comedies that underscore the importance of family tradition and familial community,1
pop up in a cinematic year already littered with celluloid garbage,0
"to give you a lot of laughs in this simple , sweet and romantic comedy",1
a florid but ultimately vapid crime melodrama,0
's nothing more satisfying during a summer of event movies than a spy thriller like The Bourne Identity that 's packed with just as much intelligence as action .,1
-LRB- and better,1
"The tonal shifts are jolting , and",0
subject as monstrous,0
"involved ,",1
owes enormous debts to Aliens and every previous dragon drama,1
"Interminably bleak , to say nothing of boring .",0
the arduous journey of a sensitive young girl through a series of foster homes and,1
interesting to see where one 's imagination will lead when given the opportunity,1
"cat-and-mouse , three-dimensional characters and",1
schmaltzy,0
The problem with `` XXX '',0
"richly detailed ,",1
", I was entranced .",1
his top-notch creative team,1
that defies classification and is as thought-provoking as it,1
may find The Singles Ward occasionally bewildering .,0
this emotional misery,0
fails to rise above its disgusting source material,0
came handed down from the movie gods on a silver platter,1
lose their luster when flattened onscreen .,0
much interest,1
make us share their enthusiasm,1
who is too crazy to be interesting,0
"an airless , prepackaged Julia Roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if Lopez 's publicist should share screenwriting credit .",0
drivel,0
is raised a few notches above kiddie fantasy pablum by Allen 's astringent wit .,1
of how very bad a motion picture can truly be,0
", love .",1
wholesome and subversive,1
even worse,0
extends to his supple understanding of the role,1
Audacious-impossible yet compelling,1
stomach so much tongue-in-cheek weirdness,0
no reason for being,0
a freshly painted Rembrandt,1
"far-flung ,",0
as a nifty plot line in Steven Soderbergh 's Traffic fails to arrive at any satisfying destination,0
"chomp on jumbo ants , pull an arrow out of his back",0
hugely imaginative and successful casting to its great credit,1
that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything,0
superior crime movie,1
mournful,0
with such confidence,1
children,1
wreak havoc in other cultures,0
", somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment",1
that disconnects every 10 seconds,0
bouncing bravado,1
about as overbearing and over-the-top as the family,0
some futile concoction that was developed hastily after Oedekerk,0
and no one -RRB-,1
silly rather than plausible,0
Like the chilled breath of oral storytelling frozen onto film .,1
does not work,0
"with regret and , ultimately , finding redemption",0
is Polanski 's best film .,1
"ineffable , elusive , yet inexplicably powerful",1
with wit and originality,1
has so many flaws it would be easy for critics to shred it,0
"is not that it 's offensive , but that it 's boring",0
Writer-director Ritchie reduces Wertmuller 's social mores and politics to tiresome jargon .,0
", you wonder what anyone saw in this film that allowed it to get made .",0
is fiercely intelligent and uncommonly ambitious .,1
"But unless you 're an absolute raving Star Wars junkie , it is n't much fun .",0
offers opportunities for occasional smiles and,1
"smart , provocative drama",1
fresh by an intelligent screenplay and gripping performances,1
be a most hard-hearted person,0
